container,t_rel_s,cpu_percent,mem_mb,blk_read_mb,blk_write_mb,net_rx_mb,net_tx_mb
robot4-sidecar,39,9.52,60.97,0.0,1.336,0.199,0.286
robot4-sidecar,40,7.35,60.98,0.0,1.336,0.202,0.288
robot4-sidecar,41,7.81,61.15,0.0,1.344,0.204,0.291
robot4-sidecar,42,9.82,60.97,0.0,1.344,0.206,0.293
robot4-sidecar,43,9.16,60.97,0.0,1.352,0.208,0.296
robot4-sidecar,44,9.19,60.88,0.0,1.352,0.21,0.298
robot4-sidecar,45,11.02,60.91,0.0,1.367,0.216,0.306
robot4-sidecar,47,11.07,61.03,0.0,1.367,0.22,0.314
robot4-sidecar,48,14.28,60.93,0.0,1.375,0.229,0.326
robot4-sidecar,49,11.72,60.9,0.0,1.375,0.235,0.336
robot4-sidecar,50,21.68,60.91,0.0,1.391,0.255,0.363
robot4-sidecar,51,11.26,61.05,0.0,1.391,0.261,0.372
robot4-sidecar,52,11.07,60.89,0.0,1.406,0.266,0.38
robot4-sidecar,53,9.64,60.89,0.0,1.406,0.268,0.382
robot4-sidecar,54,9.73,60.97,0.0,1.414,0.27,0.385
robot4-sidecar,55,9.53,61.02,0.0,1.414,0.271,0.387
robot4-sidecar,56,8.59,60.91,0.0,1.422,0.273,0.391
robot4-sidecar,57,9.11,60.93,0.0,1.422,0.275,0.393
robot4-sidecar,58,8.98,60.91,0.0,1.43,0.277,0.396
robot4-sidecar,59,8.82,61.04,0.0,1.43,0.278,0.398
robot4-sidecar,60,10.5,60.91,0.0,1.438,0.28,0.401
robot4-sidecar,61,9.17,61.15,0.0,1.438,0.282,0.404
robot4-sidecar,62,12.06,61.36,0.0,1.453,0.288,0.413
robot4-sidecar,63,10.52,60.96,0.0,1.453,0.293,0.42
robot4-sidecar,64,15.07,61.33,0.0,1.461,0.302,0.433
robot4-sidecar,65,14.5,61.33,0.0,1.461,0.308,0.443
robot4-sidecar,66,27.48,60.98,0.0,1.477,0.327,0.469
robot4-sidecar,67,12.4,61.0,0.0,1.477,0.333,0.478
robot4-sidecar,68,11.13,60.97,0.0,1.492,0.337,0.484
robot4-sidecar,69,8.75,60.94,0.0,1.492,0.339,0.487
robot4-sidecar,70,9.59,61.09,0.0,1.5,0.341,0.49
robot4-sidecar,71,8.8,60.94,0.0,1.5,0.342,0.492
robot4-sidecar,72,9.19,61.23,0.0,1.508,0.344,0.495
robot4-sidecar,73,9.06,60.96,0.0,1.516,0.346,0.497
robot4-sidecar,74,9.38,60.95,0.0,1.516,0.348,0.5
robot4-sidecar,75,8.24,60.95,0.0,1.523,0.349,0.503
robot4-sidecar,76,8.97,61.22,0.0,1.523,0.351,0.506
robot4-sidecar,77,9.79,60.95,0.0,1.531,0.353,0.508
robot4-sidecar,78,14.92,61.0,0.0,1.539,0.361,0.519
robot4-sidecar,79,12.62,61.11,0.0,1.539,0.366,0.528
robot4-sidecar,80,19.12,61.2,0.0,1.562,0.382,0.549
robot4-sidecar,81,13.19,61.0,0.0,1.562,0.39,0.56
robot4-sidecar,82,20.68,61.02,0.0,1.586,0.405,0.581
robot4-sidecar,83,12.4,61.02,0.0,1.594,0.411,0.591
robot4-sidecar,84,10.14,60.99,0.0,1.609,0.415,0.597
robot4-sidecar,85,8.99,61.01,0.0,1.617,0.417,0.599
robot4-sidecar,86,9.12,60.99,0.0,1.617,0.419,0.602
robot4-sidecar,87,8.8,61.12,0.0,1.625,0.421,0.605
robot4-sidecar,88,8.49,61.11,0.0,1.625,0.423,0.607
robot4-sidecar,89,10.06,61.14,0.0,1.633,0.424,0.61
robot4-sidecar,90,8.42,61.02,0.0,1.633,0.426,0.613
robot4-sidecar,91,9.1,61.01,0.0,1.641,0.428,0.616
robot4-sidecar,92,9.14,61.0,0.0,1.641,0.43,0.618
robot4-sidecar,93,9.86,61.0,0.0,1.648,0.432,0.621
robot4-sidecar,94,13.01,61.05,0.0,1.656,0.44,0.633
robot4-sidecar,96,8.5,61.05,0.0,1.664,0.456,0.657
robot4-sidecar,97,17.07,61.15,0.0,1.664,0.468,0.673
robot4-sidecar,98,17.21,61.04,0.0,1.688,0.48,0.689
robot4-sidecar,99,12.38,61.03,0.0,1.711,0.488,0.7
robot4-sidecar,100,7.93,61.02,0.0,1.711,0.49,0.702
robot4-sidecar,101,8.5,61.04,0.0,1.719,0.493,0.705
robot4-sidecar,102,7.94,61.05,0.0,1.719,0.495,0.707
robot4-sidecar,103,8.44,61.14,0.0,1.727,0.497,0.71
robot4-sidecar,104,8.41,61.02,0.0,1.727,0.499,0.713
robot4-sidecar,105,9.4,61.16,0.0,1.734,0.501,0.716
robot4-sidecar,106,8.69,61.03,0.0,1.734,0.502,0.718
robot4-sidecar,107,8.1,61.02,0.0,1.742,0.504,0.721
robot4-sidecar,108,10.74,61.25,0.0,1.742,0.506,0.724
robot4-sidecar,109,12.4,61.34,0.0,1.758,0.512,0.732
robot4-sidecar,110,10.29,61.07,0.0,1.758,0.517,0.74
robot4-sidecar,111,21.66,61.12,0.0,1.781,0.537,0.766
robot4-sidecar,112,12.16,61.34,0.0,1.781,0.543,0.776
robot4-sidecar,113,14.08,61.09,0.0,1.789,0.552,0.789
robot4-sidecar,114,12.39,61.25,0.0,1.789,0.559,0.799
robot4-sidecar,115,12.36,61.07,0.0,1.812,0.564,0.807
robot4-sidecar,116,9.66,61.34,0.0,1.812,0.566,0.81
robot4-sidecar,117,10.05,61.18,0.0,1.82,0.568,0.813
robot4-sidecar,118,8.81,61.05,0.0,1.82,0.57,0.815
robot4-sidecar,119,8.9,61.07,0.0,1.828,0.572,0.818
robot4-sidecar,120,8.62,61.18,0.0,1.828,0.573,0.821
robot4-sidecar,121,10.44,61.18,0.0,1.836,0.575,0.824
robot4-sidecar,122,8.54,61.19,0.0,1.836,0.577,0.826
robot4-sidecar,123,9.27,61.28,0.0,1.844,0.579,0.829
robot4-sidecar,124,8.61,61.07,0.0,1.844,0.58,0.831
robot4-sidecar,125,14.57,61.1,0.0,1.859,0.588,0.842
robot4-sidecar,126,10.97,61.12,0.0,1.859,0.593,0.849
robot4-sidecar,127,24.81,61.13,0.0,1.883,0.611,0.875
robot4-sidecar,128,12.79,61.27,0.0,1.883,0.617,0.884
robot4-sidecar,129,13.7,61.21,0.0,1.891,0.626,0.897
robot4-sidecar,130,11.42,61.39,0.0,1.891,0.633,0.907
robot4-sidecar,131,12.09,61.23,0.0,1.914,0.639,0.916
robot4-sidecar,132,9.0,61.08,0.0,1.914,0.64,0.918
robot4-sidecar,133,10.83,61.09,0.0,1.922,0.643,0.921
robot4-sidecar,134,9.61,61.09,0.0,1.922,0.644,0.924
robot4-sidecar,135,9.14,61.13,0.0,1.93,0.646,0.927
robot4-sidecar,137,10.8,61.11,0.0,1.93,0.648,0.929
robot4-sidecar,138,9.2,61.21,0.0,1.938,0.65,0.932
robot4-sidecar,139,10.89,61.22,0.0,1.938,0.651,0.935
robot4-sidecar,140,9.25,61.11,0.0,1.945,0.653,0.938
robot4-sidecar,141,8.15,61.13,0.0,1.945,0.655,0.94
robot4-sidecar,142,17.14,61.14,0.0,1.961,0.667,0.956
robot4-sidecar,143,13.38,61.39,0.0,1.961,0.673,0.966
robot4-sidecar,144,22.78,61.14,0.0,1.992,0.692,0.991
robot4-sidecar,145,13.08,61.14,0.0,1.992,0.698,1.001
robot4-sidecar,146,12.36,61.16,0.0,2.023,0.703,1.008
robot4-sidecar,147,7.93,61.34,0.0,2.023,0.705,1.011
robot4-sidecar,148,9.4,61.23,0.0,2.031,0.707,1.014
robot4-sidecar,149,8.92,61.13,0.0,2.031,0.708,1.016
robot4-sidecar,150,9.57,61.13,0.0,2.039,0.71,1.019
robot4-sidecar,151,9.92,61.12,0.0,2.039,0.712,1.022
robot4-sidecar,152,8.75,61.21,0.0,2.047,0.714,1.024
robot4-sidecar,153,8.63,61.23,0.0,2.047,0.715,1.027
robot4-sidecar,154,9.15,61.24,0.0,2.055,0.717,1.03
robot4-sidecar,155,9.28,61.14,0.0,2.055,0.719,1.032
robot4-sidecar,156,8.83,61.14,0.0,2.062,0.721,1.035
robot4-sidecar,157,11.46,61.29,0.0,2.07,0.726,1.042
robot4-sidecar,158,19.65,61.15,0.0,2.078,0.736,1.055
robot4-sidecar,159,12.9,61.25,0.0,2.078,0.743,1.065
robot4-sidecar,160,22.73,61.17,0.0,2.109,0.762,1.09
robot4-sidecar,161,12.04,61.15,0.0,2.109,0.769,1.1
robot4-sidecar,162,12.33,61.13,0.0,2.141,0.775,1.108
robot4-sidecar,163,9.26,61.13,0.0,2.141,0.777,1.11
robot4-sidecar,164,9.66,61.38,0.0,2.148,0.779,1.113
robot4-sidecar,165,9.68,61.14,0.0,2.148,0.781,1.115
robot4-sidecar,166,8.87,61.14,0.0,2.156,0.783,1.118
robot4-sidecar,167,9.03,61.13,0.0,2.164,0.785,1.121
robot4-sidecar,168,9.1,61.11,0.0,2.164,0.786,1.124
robot4-sidecar,169,9.19,61.13,0.0,2.172,0.788,1.127
robot4-sidecar,170,9.43,61.13,0.0,2.172,0.79,1.129
robot4-sidecar,171,8.39,61.14,0.0,2.18,0.792,1.132
robot4-sidecar,172,9.06,61.14,0.0,2.18,0.793,1.135
robot4-sidecar,173,15.96,61.18,0.0,2.195,0.803,1.148
robot4-sidecar,174,11.89,61.29,0.0,2.195,0.809,1.156
robot4-sidecar,175,12.12,61.29,0.0,2.195,0.815,1.166
robot4-sidecar,176,29.69,61.15,0.0,2.25,0.838,1.196
robot4-sidecar,177,14.6,61.24,0.0,2.281,0.846,1.208
robot4-sidecar,178,7.81,61.17,0.0,2.281,0.848,1.211
robot4-sidecar,180,0.99,61.04,0.0,2.289,0.851,1.216
robot4-sidecar,181,6.75,61.04,0.0,2.297,0.853,1.219
robot4-sidecar,182,4.84,61.2,0.0,2.32,0.855,1.222
robot4-sidecar,183,5.71,61.07,0.0,2.328,0.857,1.225
robot4-sidecar,184,5.04,61.07,0.0,2.328,0.859,1.227
robot4-sidecar,185,4.58,61.07,0.0,2.336,0.861,1.23
robot4-sidecar,186,4.63,61.2,0.0,2.336,0.862,1.233
secaas,0,3.66,55.93,0.0,0.867,0.006,0.007
secaas,1,4.24,56.07,0.0,0.867,0.008,0.01
secaas,2,5.08,55.95,0.0,0.875,0.01,0.013
secaas,3,4.05,55.95,0.0,0.875,0.012,0.015
secaas,4,5.14,55.95,0.0,0.883,0.013,0.018
secaas,5,5.38,55.95,0.0,0.883,0.015,0.02
secaas,6,5.66,55.95,0.0,0.891,0.017,0.023
secaas,7,4.8,55.95,0.0,0.891,0.018,0.025
secaas,8,5.33,55.95,0.0,0.898,0.02,0.028
secaas,9,4.94,55.96,0.0,0.898,0.022,0.031
secaas,10,4.59,55.96,0.0,0.906,0.024,0.034
secaas,11,5.02,55.96,0.0,0.906,0.025,0.036
secaas,12,4.42,56.09,0.0,0.914,0.027,0.039
secaas,13,4.27,55.96,0.0,0.914,0.029,0.041
secaas,14,5.28,55.96,0.0,0.922,0.031,0.044
secaas,15,6.1,55.96,0.0,0.922,0.032,0.046
secaas,16,12.4,56.38,0.0,0.93,0.045,0.062
secaas,17,9.26,56.28,0.0,0.93,0.05,0.071
secaas,18,16.05,56.32,0.0,0.953,0.066,0.092
secaas,19,6.98,56.44,0.0,0.953,0.071,0.1
secaas,20,14.99,56.33,0.0,0.977,0.088,0.121
secaas,21,7.07,56.33,0.0,0.977,0.093,0.129
secaas,22,15.27,56.37,0.0,1.0,0.109,0.151
secaas,23,6.54,56.36,0.0,1.0,0.114,0.158
secaas,24,10.9,56.39,0.0,1.039,0.123,0.17
secaas,25,4.68,56.51,0.0,1.039,0.125,0.172
secaas,26,5.04,56.38,0.0,1.047,0.127,0.176
secaas,27,4.34,56.39,0.0,1.047,0.128,0.178
secaas,28,6.03,56.38,0.0,1.055,0.13,0.181
secaas,29,4.3,56.39,0.0,1.055,0.132,0.183
secaas,30,4.52,56.51,0.0,1.062,0.134,0.186
secaas,31,5.4,56.38,0.0,1.062,0.135,0.189
secaas,32,22.15,56.44,0.0,1.117,0.163,0.224
secaas,33,9.27,56.57,0.0,1.133,0.17,0.233
secaas,34,4.88,56.56,0.0,1.141,0.172,0.236
secaas,35,5.55,56.44,0.0,1.141,0.174,0.238
secaas,36,5.43,56.43,0.0,1.148,0.176,0.241
secaas,37,5.64,56.43,0.0,1.148,0.177,0.243
secaas,38,5.11,56.43,0.0,1.156,0.18,0.246
secaas,39,5.67,56.43,0.0,1.156,0.182,0.249
secaas,40,5.33,56.46,0.0,1.164,0.185,0.252
secaas,41,5.21,56.45,0.0,1.164,0.187,0.254
secaas,42,5.39,56.44,0.0,1.172,0.189,0.257
secaas,43,6.16,56.44,0.0,1.172,0.191,0.26
secaas,44,5.3,56.44,0.0,1.18,0.194,0.263
secaas,46,5.13,56.57,0.0,1.18,0.195,0.265
secaas,47,5.3,56.44,0.0,1.188,0.197,0.268
secaas,48,5.6,56.44,0.0,1.188,0.199,0.27
secaas,49,27.59,56.48,0.0,1.273,0.232,0.312
secaas,50,5.04,56.48,0.0,1.273,0.233,0.315
secaas,51,4.89,56.48,0.0,1.281,0.235,0.318
secaas,52,4.64,56.48,0.0,1.281,0.237,0.32
secaas,53,4.83,56.49,0.0,1.289,0.239,0.323
secaas,54,4.6,56.48,0.0,1.289,0.241,0.325
secaas,55,4.87,56.48,0.0,1.297,0.243,0.329
secaas,56,5.94,56.49,0.0,1.297,0.244,0.331
secaas,57,5.77,56.61,0.0,1.305,0.246,0.334
secaas,58,5.71,56.49,0.0,1.305,0.248,0.336
secaas,59,5.44,56.48,0.0,1.312,0.25,0.339
secaas,60,4.86,56.49,0.0,1.312,0.251,0.342
secaas,61,5.0,56.48,0.0,1.32,0.253,0.345
secaas,62,4.69,56.49,0.0,1.32,0.255,0.347
secaas,64,1.06,56.48,0.0,1.328,0.258,0.352
secaas,65,29.44,56.52,0.0,1.43,0.291,0.394
secaas,66,6.05,56.52,0.0,1.43,0.293,0.396
secaas,67,5.63,56.64,0.0,1.438,0.295,0.399
secaas,68,5.24,56.52,0.0,1.438,0.297,0.402
secaas,69,5.4,56.52,0.0,1.445,0.298,0.405
secaas,70,4.45,56.52,0.0,1.445,0.3,0.407
secaas,71,5.1,56.52,0.0,1.453,0.302,0.41
secaas,72,4.74,56.53,0.0,1.453,0.304,0.413
secaas,73,4.59,56.52,0.0,1.461,0.306,0.416
secaas,74,4.7,56.52,0.0,1.461,0.307,0.418
secaas,75,6.0,56.64,0.0,1.469,0.309,0.421
secaas,76,4.63,56.52,0.0,1.469,0.311,0.423
secaas,77,4.73,56.52,0.0,1.477,0.313,0.426
secaas,78,6.98,56.66,0.0,1.484,0.318,0.434
secaas,79,9.35,56.54,0.0,1.508,0.324,0.442
secaas,80,5.01,56.54,0.0,1.516,0.327,0.446
secaas,81,21.28,56.56,0.0,1.609,0.351,0.476
secaas,82,4.91,56.55,0.0,1.617,0.353,0.478
secaas,83,4.61,56.55,0.0,1.617,0.355,0.481
secaas,84,4.93,56.55,0.0,1.617,0.356,0.484
secaas,85,5.46,56.55,0.0,1.625,0.358,0.487
secaas,86,4.45,56.55,0.0,1.633,0.36,0.49
secaas,87,4.97,56.69,0.0,1.633,0.362,0.492
secaas,88,5.39,56.55,0.0,1.641,0.364,0.495
secaas,89,4.23,56.55,0.0,1.641,0.365,0.497
secaas,90,4.89,56.56,0.0,1.648,0.367,0.5
secaas,91,5.74,56.55,0.0,1.648,0.369,0.503
secaas,92,5.38,56.55,0.0,1.656,0.371,0.506
secaas,93,4.87,56.55,0.0,1.656,0.372,0.508
secaas,94,7.23,56.68,0.0,1.695,0.377,0.514
secaas,95,9.49,56.55,0.0,1.695,0.384,0.524
secaas,96,18.1,56.7,0.0,1.766,0.403,0.549
secaas,97,9.47,56.7,0.0,1.797,0.411,0.558
secaas,98,5.67,56.57,0.0,1.805,0.413,0.561
secaas,99,5.09,56.57,0.0,1.805,0.415,0.563
secaas,100,4.88,56.57,0.0,1.812,0.418,0.566
secaas,101,4.63,56.57,0.0,1.812,0.42,0.569
secaas,102,5.45,56.57,0.0,1.82,0.423,0.572
secaas,103,5.2,56.57,0.0,1.82,0.425,0.574
secaas,104,4.76,56.57,0.0,1.828,0.427,0.577
secaas,105,5.22,56.69,0.0,1.828,0.429,0.58
secaas,106,5.62,56.57,0.0,1.836,0.431,0.583
secaas,107,4.32,56.57,0.0,1.836,0.432,0.585
secaas,108,5.42,56.57,0.0,1.844,0.434,0.588
secaas,109,6.11,56.57,0.0,1.844,0.436,0.59
secaas,110,20.79,56.69,0.0,1.961,0.461,0.621
secaas,111,6.52,56.58,0.0,1.961,0.463,0.625
secaas,112,10.32,56.58,0.0,2.008,0.473,0.638
secaas,113,5.04,56.58,0.0,2.008,0.474,0.64
secaas,114,4.88,56.58,0.0,2.016,0.476,0.643
secaas,115,4.55,56.58,0.0,2.016,0.478,0.645
secaas,116,5.02,56.59,0.0,2.023,0.48,0.648
secaas,117,5.11,56.59,0.0,2.023,0.481,0.651
secaas,118,5.53,56.58,0.0,2.031,0.483,0.654
secaas,119,4.98,56.59,0.0,2.031,0.485,0.656
secaas,120,7.02,56.58,0.0,2.039,0.487,0.659
secaas,121,4.9,56.58,0.0,2.039,0.489,0.661
secaas,122,6.21,56.58,0.0,2.047,0.491,0.664
secaas,123,4.0,56.59,0.0,2.047,0.492,0.667
secaas,124,5.13,56.58,0.0,2.055,0.494,0.67
secaas,125,5.99,56.71,0.0,2.055,0.496,0.672
secaas,126,21.54,56.58,0.0,2.18,0.521,0.704
secaas,127,4.1,56.7,0.0,2.18,0.523,0.707
secaas,128,12.23,56.59,0.0,2.227,0.533,0.72
secaas,129,5.6,56.58,0.0,2.227,0.534,0.722
secaas,130,5.58,56.58,0.0,2.234,0.536,0.725
secaas,131,4.78,56.71,0.0,2.234,0.538,0.727
secaas,132,4.38,56.71,0.0,2.242,0.54,0.73
secaas,133,4.69,56.59,0.0,2.242,0.541,0.733
secaas,134,5.41,56.58,0.0,2.25,0.543,0.736
secaas,135,5.1,56.59,0.0,2.25,0.545,0.738
secaas,136,6.45,56.71,0.0,2.258,0.547,0.741
secaas,138,5.55,56.59,0.0,2.258,0.548,0.744
secaas,139,6.13,56.58,0.0,2.266,0.55,0.747
secaas,140,5.15,56.58,0.0,2.266,0.552,0.749
secaas,141,5.4,56.58,0.0,2.273,0.554,0.752
secaas,142,5.71,56.71,0.0,2.273,0.555,0.754
secaas,143,25.9,56.61,0.0,2.461,0.589,0.796
secaas,144,5.24,56.61,0.0,2.461,0.59,0.798
secaas,145,5.38,56.6,0.0,2.469,0.592,0.801
secaas,146,5.7,56.73,0.0,2.469,0.594,0.804
secaas,147,4.89,56.6,0.0,2.477,0.596,0.807
secaas,148,5.09,56.6,0.0,2.477,0.597,0.809
secaas,149,4.65,56.61,0.0,2.484,0.599,0.812
secaas,150,4.63,56.6,0.0,2.484,0.601,0.815
secaas,151,4.96,56.61,0.0,2.492,0.603,0.818
secaas,152,5.01,56.73,0.0,2.492,0.605,0.82
secaas,153,5.3,56.61,0.0,2.5,0.606,0.823
secaas,154,5.01,56.61,0.0,2.5,0.608,0.825
secaas,155,5.15,56.61,0.0,2.508,0.61,0.829
secaas,156,5.06,56.6,0.0,2.508,0.612,0.831
secaas,157,5.76,56.73,0.0,2.516,0.614,0.834
secaas,158,5.09,56.61,0.0,2.516,0.615,0.836
secaas,159,27.0,56.62,0.0,2.711,0.649,0.878
secaas,160,5.84,56.61,0.0,2.711,0.651,0.88
secaas,161,5.42,56.61,0.0,2.719,0.654,0.883
secaas,162,4.9,56.61,0.0,2.719,0.656,0.886
secaas,164,1.17,56.61,0.0,2.734,0.661,0.891
secaas,165,4.51,56.61,0.0,2.734,0.663,0.894
secaas,167,1.34,56.61,0.0,2.742,0.666,0.9
secaas,168,5.01,56.61,0.0,2.75,0.668,0.902
secaas,169,6.12,56.61,0.0,2.75,0.67,0.905
secaas,170,5.39,56.61,0.0,2.75,0.671,0.907
secaas,171,4.96,56.73,0.0,2.758,0.673,0.91
secaas,172,4.23,56.61,0.0,2.758,0.675,0.913
secaas,173,5.27,56.61,0.0,2.766,0.677,0.916
secaas,174,6.29,56.61,0.0,2.766,0.679,0.918
secaas,175,26.5,56.63,0.0,2.992,0.712,0.96
secaas,176,4.78,56.74,0.0,3.0,0.714,0.963
secaas,177,5.38,56.62,0.0,3.0,0.716,0.966
secaas,178,4.75,56.62,0.0,3.008,0.717,0.969
secaas,179,4.95,56.75,0.0,3.008,0.719,0.971
secaas,180,6.26,56.59,0.0,3.016,0.721,0.974
secaas,181,5.87,56.73,0.0,3.016,0.723,0.977
secaas,182,6.09,56.59,0.0,3.023,0.725,0.98
secaas,183,6.08,56.9,0.0,3.078,0.727,0.982
